contract_id,date,department,vendor_name,amount,category,description,budget,bidders_count
C1389,2024-02-05,Transport,Urban Builders,8900313,Vehicles,Purchase of 106 furniture for government offices,8910726,4
C1390,2024-05-29,Social Welfare,Medicare Corporation,453206,Vehicles,Purchase of 58 servers for government offices,488494,6
C1391,2024-05-09,PWD,ABC Technologies Pvt Ltd,2189221,Office Supplies,Purchase of 300 medicines for government offices,2337116,3
C1392,2024-12-24,Urban Development,Urban Builders,5494230,Medical Supplies,Purchase of 433 furniture for government offices,5460590,5
C1393,2024-06-19,Education,DataSystems India,1061612,Furniture,Purchase of 426 servers for government offices,1136403,3
C1394,2024-04-12,Agriculture,PharmaCo Enterprises,4582595,Maintenance,Purchase of 406 vehicles for government offices,4767674,5
C1395,2024-08-05,Urban Development,DataSystems India,1679404,Services,Purchase of 332 desks for government offices,1671025,5
C1396,2024-02-12,PWD,GreenTech Industries,520821,Medical Supplies,Purchase of 108 laptops for government offices,556619,7
C1397,2024-05-04,Education,Digital Solutions Inc,3100000,IT Equipment,Emergency procurement of laptops for department,1826104,1
C1398,2024-06-23,Health,TechCorp Services,8211148,Medical Supplies,Purchase of 373 medicines for government offices,8422651,6
C1399,2024-01-29,Health,ABC Technologies Pvt Ltd,1075400,Furniture,Purchase of 96 furniture for government offices,1151165,4
C1400,2024-12-17,Transport,Digital Solutions Inc,507546,Infrastructure,Purchase of 148 vehicles for government offices,507696,7
C1401,2024-11-05,Education,BuildCo Infrastructure,4432095,Construction,Purchase of 276 desks for government offices,4600074,3
C1402,2024-04-11,Transport,Medicare Corporation,9726302,Vehicles,Purchase of 409 laptops for government offices,9479399,3
C1403,2024-04-26,IT Department,SmartCity Developers,8890158,Vehicles,Purchase of 161 vehicles for government offices,8922132,5
C1404,2024-05-03,Agriculture,PrimeVendor Corporation,1768869,IT Equipment,Purchase of 82 vehicles for government offices,1717508,3
C1405,2024-11-13,Health,PharmaCo Enterprises,4119927,Vehicles,Purchase of 56 furniture for government offices,4323354,6
C1406,2024-12-23,Urban Development,PharmaCo Enterprises,485380,Infrastructure,Purchase of 280 medicines for government offices,506993,5
C1407,2024-06-02,Education,Digital Solutions Inc,1927550,Vehicles,Purchase of 350 desks for government offices,2017848,4
C1408,2024-07-28,Urban Development,Medicare Corporation,4486551,Construction,Purchase of 287 vehicles for government offices,4726638,6
C1409,2024-07-16,PWD,Auto Parts Ltd,531004,Vehicles,Purchase of 495 furniture for government offices,558868,6
C1410,2024-01-08,Social Welfare,EduSupply Solutions,845311,Construction,Purchase of 98 laptops for government offices,907006,4
C1411,2024-05-18,Transport,EduSupply Solutions,474598,Infrastructure,Purchase of 192 desks for government offices,460635,7
C1412,2024-08-09,Agriculture,Digital Solutions Inc,946202,Infrastructure,Purchase of 104 laptops for government offices,980788,5
C1413,2024-11-07,Education,DataSystems India,955628,Construction,Purchase of 263 vehicles for government offices,969245,4
C1414,2024-06-22,Agriculture,Digital Solutions Inc,9286992,Vehicles,Purchase of 321 medicines for government offices,8969749,4
C1415,2024-12-18,Social Welfare,QuickOffice Supplies,1939196,Office Supplies,Purchase of 278 medicines for government offices,1961609,3
C1416,2024-06-16,Agriculture,TechCorp Services,1980322,Vehicles,Purchase of 452 medicines for government offices,2113477,6
C1417,2024-12-23,Transport,SmartCity Developers,1089642,Office Supplies,Purchase of 167 furniture for government offices,1145875,7
C1418,2024-09-07,Agriculture,BuildCo Infrastructure,447019,Maintenance,Purchase of 434 desks for government offices,475849,6
C1419,2024-09-08,PWD,PharmaCo Enterprises,1640155,IT Equipment,Purchase of 455 medicines for government offices,1641212,4
C1420,2024-08-30,IT Department,PharmaCo Enterprises,449082,Infrastructure,Purchase of 337 desks for government offices,474782,6
C1421,2024-06-09,Health,DataSystems India,8600175,IT Equipment,Purchase of 355 servers for government offices,9076579,4
C1422,2024-04-09,IT Department,DataSystems India,8847368,Office Supplies,Purchase of 408 laptops for government offices,9314440,6
C1423,2024-03-14,PWD,EduSupply Solutions,497745,Furniture,Purchase of 238 vehicles for government offices,522188,3
C1424,2024-10-11,Transport,Digital Solutions Inc,5137692,Infrastructure,Purchase of 283 medicines for government offices,4952770,5
C1425,2024-05-25,Urban Development,PharmaCo Enterprises,896841,Construction,Purchase of 494 medicines for government offices,853975,3
C1426,2024-06-10,Agriculture,TechCorp Services,4825190,IT Equipment,Purchase of 252 desks for government offices,4978417,5
C1427,2024-11-25,PWD,EduSupply Solutions,10269474,Medical Supplies,Purchase of 78 furniture for government offices,9808575,7
C1428,2024-02-04,Agriculture,PharmaCo Enterprises,478417,Medical Supplies,Purchase of 97 medicines for government offices,512966,4
C1429,2024-07-30,Social Welfare,Digital Solutions Inc,473868,Construction,Purchase of 263 furniture for government offices,483755,7
C1430,2024-10-07,Education,Urban Builders,934549,Maintenance,Purchase of 166 desks for government offices,901823,5
C1431,2024-01-13,Agriculture,PharmaCo Enterprises,2200000,Furniture,Urgent procurement of equipment for department,915279,1
C1432,2024-11-20,Social Welfare,HealthFirst Products,476537,Medical Supplies,Purchase of 392 furniture for government offices,470653,3
C1433,2024-01-21,Health,TechCorp Services,431325,Vehicles,Purchase of 228 furniture for government offices,442434,3
C1434,2024-09-17,IT Department,DataSystems India,919154,Maintenance,Purchase of 371 furniture for government offices,891389,3
C1435,2024-07-10,Agriculture,PrimeVendor Corporation,1050446,Services,Purchase of 221 desks for government offices,1100911,5
C1436,2024-07-20,Health,ABC Technologies Pvt Ltd,4300000,Furniture,Urgent procurement of equipment for department,2324075,2
C1437,2024-02-24,Transport,PrimeVendor Corporation,860042,Services,Purchase of 476 furniture for government offices,880792,5
C1438,2024-07-03,Education,DataSystems India,970053,IT Equipment,Purchase of 161 servers for government offices,1033076,5
C1439,2024-04-20,Urban Development,Auto Parts Ltd,1723811,Construction,Purchase of 418 medicines for government offices,1849792,6
C1440,2024-09-08,Health,PrimeVendor Corporation,8856027,IT Equipment,Purchase of 89 servers for government offices,9549290,4
C1441,2024-01-16,PWD,BuildCo Infrastructure,542018,IT Equipment,Purchase of 277 vehicles for government offices,580458,5
C1442,2024-07-07,Social Welfare,Urban Builders,1091282,IT Equipment,Purchase of 88 medicines for government offices,1141961,5
C1443,2024-06-01,Education,PrimeVendor Corporation,445307,Infrastructure,Purchase of 111 furniture for government offices,438250,4
C1444,2024-03-30,Urban Development,BuildCo Infrastructure,1200000,Construction,Immediate procurement of laptops for department,694114,1
C1445,2024-04-20,Education,TechCorp Services,7700000,IT Equipment,Critical procurement of equipment for department,4242358,2
C1446,2024-12-02,IT Department,SmartCity Developers,5100000,Office Supplies,Immediate procurement of laptops for department,3158160,1
C1447,2024-04-30,Urban Development,GreenTech Industries,549375,Office Supplies,Purchase of 477 vehicles for government offices,525057,7
C1448,2024-01-25,Agriculture,Urban Builders,489707,Vehicles,Purchase of 328 desks for government offices,494267,6
C1449,2024-10-09,Agriculture,EduSupply Solutions,2041116,Vehicles,Purchase of 347 vehicles for government offices,2031078,4
C1450,2024-05-29,IT Department,PrimeVendor Corporation,5013566,Construction,Purchase of 94 servers for government offices,5028693,6
C1451,2024-06-19,PWD,TechCorp Services,4676153,Vehicles,Purchase of 71 medicines for government offices,4770132,4
C1452,2024-10-03,Social Welfare,BuildCo Infrastructure,1055329,Furniture,Purchase of 472 furniture for government offices,1081269,4
C1453,2024-02-27,PWD,Digital Solutions Inc,8125935,Office Supplies,Purchase of 180 servers for government offices,7829305,3
C1454,2024-12-16,Social Welfare,QuickOffice Supplies,1893507,Vehicles,Purchase of 330 vehicles for government offices,1878952,5
C1455,2024-07-27,Transport,Digital Solutions Inc,433872,IT Equipment,Purchase of 477 furniture for government offices,448496,4
C1456,2024-09-15,IT Department,SmartCity Developers,4216533,Office Supplies,Purchase of 173 vehicles for government offices,4045286,5
C1457,2024-10-04,Health,BuildCo Infrastructure,807051,Services,Purchase of 156 desks for government offices,769961,3
C1458,2024-08-19,IT Department,PharmaCo Enterprises,5417311,Furniture,Purchase of 407 servers for government offices,5612367,3
C1459,2024-07-10,Urban Development,ABC Technologies Pvt Ltd,4928886,Infrastructure,Purchase of 353 laptops for government offices,5271651,7
C1460,2024-06-12,Health,Auto Parts Ltd,2020378,Vehicles,Purchase of 435 servers for government offices,2145545,6
C1461,2024-12-16,Health,BuildCo Infrastructure,456995,Office Supplies,Purchase of 293 medicines for government offices,491342,3
C1462,2024-11-19,Agriculture,DataSystems India,4569776,Maintenance,Purchase of 290 laptops for government offices,4541716,7
C1463,2024-12-26,Education,PrimeVendor Corporation,984115,Maintenance,Purchase of 353 furniture for government offices,947057,4
C1464,2024-08-15,Health,Digital Solutions Inc,2100000,Maintenance,Emergency procurement of supplies for department,1336920,2
C1465,2024-09-08,Social Welfare,BuildCo Infrastructure,4440084,Construction,Purchase of 357 medicines for government offices,4312018,5
C1466,2024-02-09,Education,DataSystems India,4373563,Construction,Purchase of 445 vehicles for government offices,4375091,4
C1467,2024-04-24,Health,BuildCo Infrastructure,10536615,Construction,Purchase of 463 furniture for government offices,10323092,6
C1468,2024-03-12,Social Welfare,ABC Technologies Pvt Ltd,9688312,Maintenance,Purchase of 456 furniture for government offices,9755671,5
C1469,2024-12-21,Social Welfare,BuildCo Infrastructure,8318984,Medical Supplies,Purchase of 273 servers for government offices,8415280,5
C1470,2024-02-14,Health,ABC Technologies Pvt Ltd,1884775,Construction,Purchase of 498 desks for government offices,1914789,4
C1471,2024-02-14,Urban Development,BuildCo Infrastructure,933830,Construction,Purchase of 335 medicines for government offices,1008113,5
C1472,2024-10-25,Social Welfare,ABC Technologies Pvt Ltd,8119267,Vehicles,Purchase of 118 furniture for government offices,7926987,5
C1473,2024-01-31,IT Department,PrimeVendor Corporation,416912,Construction,Purchase of 321 laptops for government offices,432157,7
C1474,2024-06-12,Transport,BuildCo Infrastructure,5201837,Construction,Purchase of 294 vehicles for government offices,5069329,6
C1475,2024-07-17,PWD,SmartCity Developers,10576078,Medical Supplies,Purchase of 489 servers for government offices,10144779,4
C1476,2024-09-01,Agriculture,QuickOffice Supplies,484923,Services,Purchase of 479 furniture for government offices,476252,6
C1477,2024-07-27,Agriculture,Auto Parts Ltd,7800000,Infrastructure,Emergency procurement of equipment for department,3880764,2
C1478,2024-11-06,Social Welfare,Urban Builders,1024582,Construction,Purchase of 454 servers for government offices,990312,7
C1479,2024-05-03,Health,HealthFirst Products,1898280,Medical Supplies,Purchase of 65 vehicles for government offices,1821887,7
C1480,2024-12-26,Urban Development,Urban Builders,1031875,Vehicles,Purchase of 251 medicines for government offices,985640,5
C1481,2024-06-04,Social Welfare,GreenTech Industries,8981263,Maintenance,Purchase of 311 vehicles for government offices,8891975,6
C1482,2024-12-15,Health,DataSystems India,8411802,Services,Purchase of 225 servers for government offices,8359815,6
C1483,2024-05-18,Transport,PharmaCo Enterprises,9540553,Services,Purchase of 172 servers for government offices,9451794,5
C1484,2024-04-08,Transport,GreenTech Industries,10028300,Construction,Purchase of 267 furniture for government offices,9889988,7
C1485,2024-12-18,PWD,BuildCo Infrastructure,2027572,Services,Purchase of 458 vehicles for government offices,2071930,4
C1486,2024-11-22,Agriculture,QuickOffice Supplies,10369835,Furniture,Purchase of 381 vehicles for government offices,10970773,4
C1487,2024-09-04,IT Department,BuildCo Infrastructure,9377237,Furniture,Purchase of 360 laptops for government offices,9324554,5
C1488,2024-10-08,IT Department,HealthFirst Products,409981,Furniture,Purchase of 303 vehicles for government offices,432759,5
C1489,2024-04-11,Social Welfare,PharmaCo Enterprises,4942169,Medical Supplies,Purchase of 293 vehicles for government offices,5009593,3
C1490,2024-03-12,IT Department,BuildCo Infrastructure,2056074,Maintenance,Purchase of 483 laptops for government offices,2219006,3
C1491,2024-10-01,Education,ABC Technologies Pvt Ltd,538862,Medical Supplies,Purchase of 70 furniture for government offices,560025,4
C1492,2024-06-21,IT Department,PrimeVendor Corporation,1770512,Maintenance,Purchase of 366 servers for government offices,1737382,4
C1493,2024-06-30,Transport,HealthFirst Products,806886,IT Equipment,Purchase of 137 vehicles for government offices,827813,4
C1494,2024-03-23,Transport,SmartCity Developers,29600000,Furniture,Emergency procurement of laptops for department,14273710,2
C1495,2024-04-23,Education,QuickOffice Supplies,8496927,Services,Purchase of 193 laptops for government offices,8263776,4
C1496,2024-08-10,Social Welfare,Digital Solutions Inc,10548768,Infrastructure,Purchase of 101 laptops for government offices,10633173,4
C1497,2024-08-14,Transport,PrimeVendor Corporation,5275879,Infrastructure,Purchase of 327 medicines for government offices,5526959,3
C1498,2024-08-11,Urban Development,TechCorp Services,9026866,Office Supplies,Purchase of 365 vehicles for government offices,8599832,7
